"first_name","last_name","amount","case"
"Renee","Lane","5.99","0.7787"
"Renee","Lane","0.99","0.1287"
"Ida","Andrews","0.99",NULL
"Ida","Andrews","1.99","0.2587"
"Ida","Andrews","5.99","0.7787"
"Ida","Andrews","5.99","0.7787"
"Vivian","Ruiz","2.99","0.3887"
"Vivian","Ruiz","0.99","0.1287"
"Roberta","Harper","4.99","0.6487"
"Roberta","Harper","4.99","0.6487"
"Roberta","Harper","4.99","0.6487"
"Holly","Fox","4.99",NULL
"Holly","Fox","2.99",NULL
"Holly","Fox","2.99","0.3887"
"Holly","Fox","4.99","0.6487"
"Holly","Fox","4.99","0.6487"
"Holly","Fox","4.99","0.6487"
"Brittany","Riley","6.99",NULL
"Brittany","Riley","4.99",NULL
"Brittany","Riley","0.99","0.1287"
"Brittany","Riley","0.99","0.1287"
"Brittany","Riley","0.99","0.1287"
"Brittany","Riley","5.99","0.7787"
"Brittany","Riley","2.99","0.3887"
"Melanie","Armstrong","2.99",NULL
"Melanie","Armstrong","0.99","0.1287"
"Melanie","Armstrong","4.99","0.6487"
"Melanie","Armstrong","4.99","0.6487"
"Loretta","Carpenter","0.99",NULL
"Loretta","Carpenter","0.99","0.1287"
"Loretta","Carpenter","1.99","0.2587"
"Loretta","Carpenter","6.99","0.9087"
"Loretta","Carpenter","2.99","0.3887"
"Yolanda","Weaver","2.99",NULL
"Yolanda","Weaver","2.99",NULL
"Yolanda","Weaver","4.99","0.6487"
"Yolanda","Weaver","3.99","0.5187"
"Yolanda","Weaver","4.99","0.6487"
"Jeanette","Greene","2.99",NULL
"Jeanette","Greene","0.99",NULL
"Jeanette","Greene","2.99","0.3887"
"Jeanette","Greene","2.99","0.3887"
"Jeanette","Greene","4.99","0.6487"
"Jeanette","Greene","2.99","0.3887"
"Laurie","Lawrence","3.99","0.5187"
"Katie","Elliott","4.99",NULL
"Katie","Elliott","6.99","0.9087"
"Katie","Elliott","6.99","0.9087"
"Katie","Elliott","4.99","0.6487"
"Katie","Elliott","2.99","0.3887"
"Katie","Elliott","8.99","1.1687"
"Kristen","Chavez","0.99",NULL
"Kristen","Chavez","7.99","1.0387"
"Kristen","Chavez","2.99","0.3887"
"Kristen","Chavez","3.99","0.5187"
"Kristen","Chavez","3.99","0.5187"
"Alma","Austin","5.99",NULL
"Alma","Austin","2.99",NULL
"Alma","Austin","0.99","0.1287"
"Alma","Austin","0.99","0.1287"
"Alma","Austin","4.99","0.6487"
"Alma","Austin","4.99","0.6487"
"Alma","Austin","5.99","0.7787"
"Alma","Austin","4.99","0.6487"
"Sue","Peters","2.99",NULL
"Sue","Peters","0.99",NULL
"Sue","Peters","2.99",NULL
"Sue","Peters","8.99","1.1687"
"Sue","Peters","4.99","0.6487"
"Sue","Peters","2.99","0.3887"
"Sue","Peters","4.99","0.6487"
"Sue","Peters","2.99","0.3887"
"Elsie","Kelley","0.99","0.1287"
"Beth","Franklin","4.99",NULL
"Beth","Franklin","2.99","0.3887"
"Beth","Franklin","0.99","0.1287"
"Jeanne","Lawson","1.99",NULL
"Jeanne","Lawson","4.99",NULL
"Jeanne","Lawson","6.99","0.9087"
"Jeanne","Lawson","4.99","0.6487"
"Jeanne","Lawson","3.99","0.5187"
"Jeanne","Lawson","4.99","0.6487"
"Jeanne","Lawson","3.99","0.5187"
"Vicki","Fields","1.99","0.2587"
"Vicki","Fields","3.99","0.5187"
"Vicki","Fields","6.99","0.9087"
"Vicki","Fields","4.99","0.6487"
"Vicki","Fields","7.99","1.0387"
"Tonya","Chapman","4.99",NULL
"Tonya","Chapman","4.99","0.6487"
"Tonya","Chapman","4.99","0.6487"
"Tonya","Chapman","4.99","0.6487"
"Ella","Oliver","2.99",NULL
"Ella","Oliver","0.99","0.1287"
"Stacey","Montgomery","8.99","1.1687"
"Stacey","Montgomery","6.99","0.9087"
"Wilma","Richards","0.99",NULL
"Wilma","Richards","0.99",NULL
"Wilma","Richards","2.99","0.3887"
"Wilma","Richards","9.99","1.2987"
"Gina","Williamson","0.99",NULL
"Gina","Williamson","4.99","0.6487"
"Gina","Williamson","5.99","0.7787"
"Gina","Williamson","0.99","0.1287"
"Gina","Williamson","6.99","0.9087"
"Gina","Williamson","4.99","0.6487"
"Gina","Williamson","4.99","0.6487"
"Gina","Williamson","2.99","0.3887"
"Gina","Williamson","2.99","0.3887"
"Kristin","Johnston","4.99",NULL
"Kristin","Johnston","2.99","0.3887"
"Kristin","Johnston","2.99","0.3887"
"Jessie","Banks","4.99",NULL
"Jessie","Banks","4.99","0.6487"
"Jessie","Banks","4.99","0.6487"
"Jessie","Banks","2.99","0.3887"
"Jessie","Banks","2.99","0.3887"
"Jessie","Banks","2.99","0.3887"
"Natalie","Meyer","6.99",NULL
"Natalie","Meyer","0.99","0.1287"
"Natalie","Meyer","3.99","0.5187"
"Natalie","Meyer","0.99","0.1287"
"Natalie","Meyer","2.99","0.3887"
"Agnes","Bishop","2.99",NULL
"Agnes","Bishop","6.99","0.9087"
"Agnes","Bishop","4.99","0.6487"
"Vera","Mccoy","2.99",NULL
"Vera","Mccoy","0.99","0.1287"
"Vera","Mccoy","0.99","0.1287"
"Willie","Howell","3.99","0.5187"
"Willie","Howell","0.99","0.1287"
"Charlene","Alvarez","0.99","0.1287"
"Bessie","Morrison","0.99",NULL
"Bessie","Morrison","2.99","0.3887"
"Bessie","Morrison","2.99","0.3887"
"Bessie","Morrison","10.99","1.4287"
"Bessie","Morrison","5.99","0.7787"
"Delores","Hansen","8.99",NULL
"Delores","Hansen","6.99","0.9087"
"Melinda","Fernandez","5.99","0.7787"
"Melinda","Fernandez","4.99","0.6487"
"Pearl","Garza","7.99",NULL
"Pearl","Garza","2.99","0.3887"
"Pearl","Garza","4.99","0.6487"
"Arlene","Harvey","7.99","1.0387"
"Maureen","Little","2.99","0.3887"
"Maureen","Little","4.99","0.6487"
"Colleen","Burton","2.99","0.3887"
"Colleen","Burton","1.99","0.2587"
"Colleen","Burton","6.99","0.9087"
"Colleen","Burton","0.99","0.1287"
"Allison","Stanley","3.99","0.5187"
"Allison","Stanley","2.99","0.3887"
"Allison","Stanley","2.99","0.3887"
"Allison","Stanley","3.99","0.5187"
"Tamara","Nguyen","4.99","0.6487"
"Tamara","Nguyen","0.99","0.1287"
"Tamara","Nguyen","7.99","1.0387"
"Tamara","Nguyen","0.99","0.1287"
"Joy","George","3.99",NULL
"Joy","George","4.99","0.6487"
"Joy","George","0.99","0.1287"
"Joy","George","8.99","1.1687"
"Joy","George","0.99","0.1287"
"Joy","George","0.99","0.1287"
"Georgia","Jacobs","0.99","0.1287"
"Constance","Reid","0.99","0.1287"
"Constance","Reid","8.99","1.1687"
"Lillie","Kim","2.99","0.3887"
"Lillie","Kim","2.99","0.3887"
"Lillie","Kim","2.99","0.3887"
"Lillie","Kim","4.99","0.6487"
"Claudia","Fuller","3.99",NULL
"Claudia","Fuller","0.99","0.1287"
"Claudia","Fuller","2.99","0.3887"
"Claudia","Fuller","5.99","0.7787"
"Claudia","Fuller","4.99","0.6487"
"Claudia","Fuller","5.99","0.7787"
"Claudia","Fuller","6.99","0.9087"
"Claudia","Fuller","4.99","0.6487"
"Jackie","Lynch","4.99",NULL
"Jackie","Lynch","0.99","0.1287"
"Marcia","Dean","0.99",NULL
"Marcia","Dean","5.99",NULL
"Marcia","Dean","8.99","1.1687"
"Marcia","Dean","6.99","0.9087"
"Marcia","Dean","2.99","0.3887"
"Marcia","Dean","3.99","0.5187"
"Marcia","Dean","4.99","0.6487"
"Marcia","Dean","2.99","0.3887"
"Tanya","Gilbert","0.99",NULL
"Tanya","Gilbert","0.99",NULL
"Tanya","Gilbert","4.99","0.6487"
"Tanya","Gilbert","2.99","0.3887"
"Tanya","Gilbert","2.99","0.3887"
"Nellie","Garrett","2.99",NULL
"Nellie","Garrett","4.99","0.6487"
"Nellie","Garrett","2.99","0.3887"
"Minnie","Romero","4.99",NULL
"Minnie","Romero","4.99","0.6487"
"Minnie","Romero","2.99","0.3887"
"Minnie","Romero","4.99","0.6487"
"Minnie","Romero","5.99","0.7787"
"Marlene","Welch","3.99","0.5187"
"Marlene","Welch","4.99","0.6487"
"Marlene","Welch","5.99","0.7787"
"Heidi","Larson","0.99","0.1287"
"Heidi","Larson","0.99","0.1287"
"Heidi","Larson","5.99","0.7787"
"Heidi","Larson","2.99","0.3887"
"Heidi","Larson","0.99","0.1287"
"Glenda","Frazier","4.99",NULL
"Glenda","Frazier","4.99",NULL
"Glenda","Frazier","4.99",NULL
"Glenda","Frazier","4.99","0.6487"
"Glenda","Frazier","4.99","0.6487"
"Glenda","Frazier","4.99","0.6487"
"Lydia","Burke","5.99",NULL
"Lydia","Burke","0.99",NULL
"Lydia","Burke","5.99","0.7787"
"Viola","Hanson","6.99",NULL
"Viola","Hanson","5.99","0.7787"
"Viola","Hanson","3.99","0.5187"
"Courtney","Day","2.99",NULL
"Courtney","Day","2.99","0.3887"
"Courtney","Day","2.99","0.3887"
"Marian","Mendoza","1.99",NULL
"Marian","Mendoza","2.99","0.3887"
"Marian","Mendoza","1.99","0.2587"
"Marian","Mendoza","0.99","0.1287"
"Marian","Mendoza","4.99","0.6487"
"Stella","Moreno","5.99","0.7787"
"Caroline","Bowman","3.99","0.5187"
"Caroline","Bowman","0.99","0.1287"
"Dora","Medina","0.99",NULL
"Dora","Medina","5.99",NULL
"Dora","Medina","2.99","0.3887"
"Dora","Medina","1.99","0.2587"
"Dora","Medina","7.99","1.0387"
"Jo","Fowler","4.99","0.6487"
"Vickie","Brewer","6.99","0.9087"
"Vickie","Brewer","7.99","1.0387"
"Vickie","Brewer","2.99","0.3887"
"Mattie","Hoffman","5.99",NULL
"Mattie","Hoffman","4.99","0.6487"
"Mattie","Hoffman","0.99","0.1287"
"Terry","Carlson","1.99",NULL
"Terry","Carlson","6.99","0.9087"
"Terry","Carlson","5.99","0.7787"
"Terry","Carlson","4.99","0.6487"
"Terry","Carlson","4.99","0.6487"
"Terry","Carlson","4.99","0.6487"
"Maxine","Silva","2.99",NULL
"Maxine","Silva","0.99",NULL
"Maxine","Silva","2.99","0.3887"
"Maxine","Silva","2.99","0.3887"
"Maxine","Silva","3.99","0.5187"
"Irma","Pearson","2.99",NULL
"Irma","Pearson","6.99",NULL
"Irma","Pearson","2.99","0.3887"
"Irma","Pearson","2.99","0.3887"
"Mabel","Holland","2.99","0.3887"
"Mabel","Holland","0.99","0.1287"
"Mabel","Holland","4.99","0.6487"
"Mabel","Holland","4.99","0.6487"
"Mabel","Holland","6.99","0.9087"
"Mabel","Holland","4.99","0.6487"
"Mabel","Holland","4.99","0.6487"
"Marsha","Douglas","0.99","0.1287"
"Marsha","Douglas","4.99","0.6487"
"Myrtle","Fleming","2.99","0.3887"
"Myrtle","Fleming","0.99","0.1287"
"Myrtle","Fleming","8.99","1.1687"
"Lena","Jensen","7.99","1.0387"
"Lena","Jensen","7.99","1.0387"
"Lena","Jensen","2.99","0.3887"
"Lena","Jensen","5.99","0.7787"
"Christy","Vargas","3.99","0.5187"
"Christy","Vargas","2.99","0.3887"
"Christy","Vargas","2.99","0.3887"
"Christy","Vargas","10.99","1.4287"
"Christy","Vargas","0.99","0.1287"
"Christy","Vargas","7.99","1.0387"
"Christy","Vargas","3.99","0.5187"
"Christy","Vargas","0.99","0.1287"
"Deanna","Byrd","2.99","0.3887"
"Deanna","Byrd","5.99","0.7787"
"Deanna","Byrd","8.99","1.1687"
"Deanna","Byrd","3.99","0.5187"
"Deanna","Byrd","0.99","0.1287"
"Deanna","Byrd","0.99","0.1287"
"Patsy","Davidson","2.99","0.3887"
"Patsy","Davidson","6.99","0.9087"
"Patsy","Davidson","8.99","1.1687"
"Patsy","Davidson","1.99","0.2587"
"Hilda","Hopkins","8.99","1.1687"
"Hilda","Hopkins","1.99","0.2587"
"Gwendolyn","May","3.99",NULL
"Gwendolyn","May","4.99",NULL
"Gwendolyn","May","0.99","0.1287"
"Gwendolyn","May","3.99","0.5187"
"Jennie","Terry","7.99","1.0387"
"Jennie","Terry","4.99","0.6487"
"Jennie","Terry","2.99","0.3887"
"Nora","Herrera","5.99",NULL
"Nora","Herrera","4.99","0.6487"
"Nora","Herrera","4.99","0.6487"
"Nora","Herrera","4.99","0.6487"
"Margie","Wade","4.99",NULL
"Margie","Wade","4.99",NULL
"Margie","Wade","2.99","0.3887"
"Margie","Wade","7.99","1.0387"
"Margie","Wade","6.99","0.9087"
"Margie","Wade","2.99","0.3887"
"Margie","Wade","4.99","0.6487"
"Margie","Wade","1.99","0.2587"
"Margie","Wade","0.99","0.1287"
"Sandra","Martin","1.99","0.2587"
"Margie","Wade","2.99","0.3887"
"Margie","Wade","0.99","0.1287"
"Margie","Wade","6.99","0.9087"
"Margie","Wade","4.99","0.6487"
"Margie","Wade","4.99","0.6487"
"Margie","Wade","9.99","1.2987"
"Margie","Wade","5.99","0.7787"
"Margie","Wade","3.99","0.5187"
"Margie","Wade","3.99","0.5187"
"Margie","Wade","0.99","0.1287"
"Margie","Wade","3.99","0.5187"
"Nina","Soto","7.99","1.0387"
"Nina","Soto","6.99","0.9087"
"Nina","Soto","2.99","0.3887"
"Nina","Soto","4.99","0.6487"
"Nina","Soto","5.99","0.7787"
"Nina","Soto","4.99","0.6487"
"Nina","Soto","4.99","0.6487"
"Nina","Soto","0.99","0.1287"
"Nina","Soto","2.99","0.3887"
"Cassandra","Walters","2.99","0.3887"
"Cassandra","Walters","4.99","0.6487"
"Cassandra","Walters","4.99","0.6487"
"Cassandra","Walters","3.99","0.5187"
"Cassandra","Walters","4.99","0.6487"
"Cassandra","Walters","5.99","0.7787"
"Cassandra","Walters","2.99","0.3887"
"Cassandra","Walters","4.99","0.6487"
"Cassandra","Walters","6.99","0.9087"
"Cassandra","Walters","2.99","0.3887"
"Leah","Curtis","7.99","1.0387"
"Leah","Curtis","5.99","0.7787"
"Leah","Curtis","4.99","0.6487"
"Leah","Curtis","2.99","0.3887"
"Leah","Curtis","0.99","0.1287"
"Leah","Curtis","2.99","0.3887"
"Leah","Curtis","2.99","0.3887"
"Leah","Curtis","2.99","0.3887"
"Leah","Curtis","2.99","0.3887"
"Leah","Curtis","1.99","0.2587"
"Leah","Curtis","0.99","0.1287"
"Leah","Curtis","6.99","0.9087"
"Penny","Neal","4.99","0.6487"
"Penny","Neal","3.99","0.5187"
"Penny","Neal","2.99","0.3887"
"Penny","Neal","4.99","0.6487"
"Penny","Neal","0.99","0.1287"
"Penny","Neal","4.99","0.6487"
"Penny","Neal","2.99","0.3887"
"Kay","Caldwell","2.99","0.3887"
"Kay","Caldwell","2.99","0.3887"
"Kay","Caldwell","8.99","1.1687"
"Kay","Caldwell","0.99","0.1287"
"Kay","Caldwell","6.99","0.9087"
"Kay","Caldwell","2.99","0.3887"
"Kay","Caldwell","2.99","0.3887"
"Priscilla","Lowe","8.99","1.1687"
"Priscilla","Lowe","3.99","0.5187"
"Priscilla","Lowe","6.99","0.9087"
"Priscilla","Lowe","4.99","0.6487"
"Priscilla","Lowe","4.99","0.6487"
"Priscilla","Lowe","0.99","0.1287"
"Priscilla","Lowe","4.99","0.6487"
"Priscilla","Lowe","5.99","0.7787"
"Priscilla","Lowe","4.99","0.6487"
"Priscilla","Lowe","2.99","0.3887"
"Priscilla","Lowe","2.99","0.3887"
"Priscilla","Lowe","2.99","0.3887"
"Priscilla","Lowe","6.99","0.9087"
"Naomi","Jennings","1.99","0.2587"
"Naomi","Jennings","0.99","0.1287"
"Naomi","Jennings","3.99","0.5187"
"Naomi","Jennings","2.99","0.3887"
"Naomi","Jennings","3.99","0.5187"
"Naomi","Jennings","2.99","0.3887"
"Naomi","Jennings","8.99","1.1687"
"Naomi","Jennings","8.99","1.1687"
"Naomi","Jennings","0.99","0.1287"
"Naomi","Jennings","7.99","1.0387"
"Naomi","Jennings","7.99","1.0387"
"Naomi","Jennings","4.99","0.6487"
"Naomi","Jennings","2.99","0.3887"
"Naomi","Jennings","2.99","0.3887"
"Naomi","Jennings","2.99","0.3887"
"Naomi","Jennings","3.99","0.5187"
"Carole","Barnett","6.99","0.9087"
"Carole","Barnett","1.99","0.2587"
"Carole","Barnett","4.99","0.6487"
"Carole","Barnett","5.99","0.7787"
"Carole","Barnett","1.99","0.2587"
"Carole","Barnett","3.99","0.5187"
"Carole","Barnett","2.99","0.3887"
"Carole","Barnett","1.99","0.2587"
"Carole","Barnett","0.99","0.1287"
"Carole","Barnett","0.99","0.1287"
"Carole","Barnett","5.99","0.7787"
"Carole","Barnett","2.99","0.3887"
"Carole","Barnett","5.99","0.7787"
"Carole","Barnett","4.99","0.6487"
"Carole","Barnett","2.99","0.3887"
"Carole","Barnett","3.99","0.5187"
"Brandy","Graves","0.99","0.1287"
"Brandy","Graves","2.99","0.3887"
"Brandy","Graves","2.99","0.3887"
"Brandy","Graves","4.99","0.6487"
"Brandy","Graves","3.99","0.5187"
"Brandy","Graves","5.99","0.7787"
"Brandy","Graves","4.99","0.6487"
"Brandy","Graves","4.99","0.6487"
"Brandy","Graves","4.99","0.6487"
"Brandy","Graves","2.99","0.3887"
"Brandy","Graves","3.99","0.5187"
"Brandy","Graves","4.99","0.6487"
"Olga","Jimenez","3.99","0.5187"
"Olga","Jimenez","4.99","0.6487"
"Olga","Jimenez","0.99","0.1287"
"Olga","Jimenez","3.99","0.5187"
"Olga","Jimenez","5.99","0.7787"
"Olga","Jimenez","4.99","0.6487"
"Olga","Jimenez","4.99","0.6487"
"Olga","Jimenez","4.99","0.6487"
"Olga","Jimenez","4.99","0.6487"
"Olga","Jimenez","4.99","0.6487"
"Olga","Jimenez","10.99","1.4287"
"Olga","Jimenez","5.99","0.7787"
"Billie","Horton","2.99","0.3887"
"Billie","Horton","2.99","0.3887"
"Billie","Horton","3.99","0.5187"
"Billie","Horton","5.99","0.7787"
"Billie","Horton","0.99","0.1287"
"Billie","Horton","0.99","0.1287"
"Billie","Horton","0.99","0.1287"
"Billie","Horton","0.99","0.1287"
"Billie","Horton","2.99","0.3887"
"Billie","Horton","0.99","0.1287"
"Billie","Horton","4.99","0.6487"
"Billie","Horton","4.99","0.6487"
"Dianne","Shelton","6.99","0.9087"
"Dianne","Shelton","2.99","0.3887"
"Dianne","Shelton","4.99","0.6487"
"Dianne","Shelton","2.99","0.3887"
"Dianne","Shelton","4.99","0.6487"
"Dianne","Shelton","7.99","1.0387"
"Dianne","Shelton","2.99","0.3887"
"Dianne","Shelton","4.99","0.6487"
"Dianne","Shelton","2.99","0.3887"
"Dianne","Shelton","3.99","0.5187"
"Dianne","Shelton","5.99","0.7787"
"Dianne","Shelton","4.99","0.6487"
"Dianne","Shelton","6.99","0.9087"
"Dianne","Shelton","2.99","0.3887"
"Tracey","Barrett","9.99","1.2987"
"Tracey","Barrett","4.99","0.6487"
"Tracey","Barrett","2.99","0.3887"
"Tracey","Barrett","4.99","0.6487"
"Tracey","Barrett","5.99","0.7787"
"Tracey","Barrett","9.99","1.2987"
"Tracey","Barrett","4.99","0.6487"
"Tracey","Barrett","4.99","0.6487"
"Tracey","Barrett","2.99","0.3887"
"Tracey","Barrett","4.99","0.6487"
"Tracey","Barrett","5.99","0.7787"
"Tracey","Barrett","5.99","0.7787"
"Leona","Obrien","2.99","0.3887"
"Leona","Obrien","1.99","0.2587"
"Jenny","Castro","2.99","0.3887"
"Jenny","Castro","2.99","0.3887"
"Jenny","Castro","2.99","0.3887"
"Jenny","Castro","4.99","0.6487"
"Felicia","Sutton","0.99","0.1287"
"Felicia","Sutton","2.99","0.3887"
"Felicia","Sutton","0.99","0.1287"
"Felicia","Sutton","6.99","0.9087"
"Felicia","Sutton","2.99","0.3887"
"Felicia","Sutton","2.99","0.3887"
"Sonia","Gregory","7.99","1.0387"
"Sonia","Gregory","4.99","0.6487"
"Sonia","Gregory","3.99","0.5187"
"Sonia","Gregory","5.99","0.7787"
"Sonia","Gregory","4.99","0.6487"
"Sonia","Gregory","4.99","0.6487"
"Sonia","Gregory","4.99","0.6487"
"Sonia","Gregory","3.99","0.5187"
"Miriam","Mckinney","5.99","0.7787"
"Miriam","Mckinney","2.99","0.3887"
"Miriam","Mckinney","4.99","0.6487"
"Miriam","Mckinney","8.99","1.1687"
"Miriam","Mckinney","0.99","0.1287"
"Miriam","Mckinney","0.99","0.1287"
"Miriam","Mckinney","9.99","1.2987"
"Miriam","Mckinney","7.99","1.0387"
"Miriam","Mckinney","0.99","0.1287"
"Miriam","Mckinney","4.99","0.6487"
"Velma","Lucas","0.99","0.1287"
"Velma","Lucas","0.99","0.1287"
"Velma","Lucas","0.99","0.1287"
"Velma","Lucas","5.99","0.7787"
"Velma","Lucas","4.99","0.6487"
"Velma","Lucas","0.99","0.1287"
"Velma","Lucas","4.99","0.6487"
"Becky","Miles","2.99","0.3887"
"Becky","Miles","4.99","0.6487"
"Becky","Miles","4.99","0.6487"
"Becky","Miles","4.99","0.6487"
"Becky","Miles","2.99","0.3887"
"Becky","Miles","6.99","0.9087"
"Becky","Miles","1.99","0.2587"
"Becky","Miles","4.99","0.6487"
"Becky","Miles","0.99","0.1287"
"Becky","Miles","2.99","0.3887"
"Bobbie","Craig","9.99","1.2987"
"Bobbie","Craig","2.99","0.3887"
"Bobbie","Craig","1.99","0.2587"
"Bobbie","Craig","2.99","0.3887"
"Bobbie","Craig","0.99","0.1287"
"Bobbie","Craig","2.99","0.3887"
"Bobbie","Craig","0.99","0.1287"
"Bobbie","Craig","0.99","0.1287"
"Bobbie","Craig","2.99","0.3887"
"Bobbie","Craig","2.99","0.3887"
"Violet","Rodriquez","7.99","1.0387"
"Violet","Rodriquez","1.99","0.2587"
"Violet","Rodriquez","0.99","0.1287"
"Violet","Rodriquez","7.99","1.0387"
"Violet","Rodriquez","0.99","0.1287"
"Violet","Rodriquez","0.99","0.1287"
"Violet","Rodriquez","9.99","1.2987"
"Violet","Rodriquez","5.99","0.7787"
"Violet","Rodriquez","6.99","0.9087"
"Violet","Rodriquez","0.99","0.1287"
"Violet","Rodriquez","4.99","0.6487"
"Violet","Rodriquez","4.99","0.6487"
"Kristina","Chambers","2.99","0.3887"
"Kristina","Chambers","6.99","0.9087"
"Kristina","Chambers","3.99","0.5187"
"Kristina","Chambers","4.99","0.6487"
"Kristina","Chambers","1.99","0.2587"
"Kristina","Chambers","2.99","0.3887"
"Kristina","Chambers","2.99","0.3887"
"Toni","Holt","4.99","0.6487"
"Toni","Holt","0.99","0.1287"
"Toni","Holt","5.99","0.7787"
"Toni","Holt","4.99","0.6487"
"Toni","Holt","3.99","0.5187"
"Misty","Lambert","4.99","0.6487"
"Misty","Lambert","10.99","1.4287"
"Misty","Lambert","2.99","0.3887"
"Misty","Lambert","0.99","0.1287"
"Misty","Lambert","4.99","0.6487"
"Misty","Lambert","2.99","0.3887"
"Mae","Fletcher","1.99","0.2587"
"Mae","Fletcher","2.99","0.3887"
"Mae","Fletcher","6.99","0.9087"
"Mae","Fletcher","2.99","0.3887"
"Mae","Fletcher","5.99","0.7787"
"Mae","Fletcher","4.99","0.6487"
"Mae","Fletcher","6.99","0.9087"
"Mae","Fletcher","4.99","0.6487"
"Mae","Fletcher","8.99","1.1687"
"Mae","Fletcher","7.99","1.0387"
"Mae","Fletcher","5.99","0.7787"
"Shelly","Watts","6.99","0.9087"
"Shelly","Watts","2.99","0.3887"
"Shelly","Watts","4.99","0.6487"
"Shelly","Watts","2.99","0.3887"
"Shelly","Watts","2.99","0.3887"
"Shelly","Watts","4.99","0.6487"
"Shelly","Watts","2.99","0.3887"
"Shelly","Watts","5.99","0.7787"
"Shelly","Watts","2.99","0.3887"
"Shelly","Watts","7.99","1.0387"
"Shelly","Watts","5.99","0.7787"
"Daisy","Bates","3.99","0.5187"
"Daisy","Bates","4.99","0.6487"
"Daisy","Bates","5.99","0.7787"
"Daisy","Bates","4.99","0.6487"
"Daisy","Bates","0.99","0.1287"
"Daisy","Bates","0.99","0.1287"
"Daisy","Bates","6.99","0.9087"
"Daisy","Bates","6.99","0.9087"
"Ramona","Hale","4.99","0.6487"
"Ramona","Hale","4.99","0.6487"
"Ramona","Hale","3.99","0.5187"
"Ramona","Hale","2.99","0.3887"
"Ramona","Hale","2.99","0.3887"
"Ramona","Hale","4.99","0.6487"
"Ramona","Hale","1.99","0.2587"
"Ramona","Hale","7.99","1.0387"
"Ramona","Hale","2.99","0.3887"
"Ramona","Hale","7.99","1.0387"
"Sherri","Rhodes","4.99","0.6487"
"Sherri","Rhodes","0.99","0.1287"
"Sherri","Rhodes","0.99","0.1287"
"Sherri","Rhodes","4.99","0.6487"
"Sherri","Rhodes","2.99","0.3887"
"Sherri","Rhodes","0.99","0.1287"
"Sherri","Rhodes","10.99","1.4287"
"Sherri","Rhodes","2.99","0.3887"
"Sherri","Rhodes","4.99","0.6487"
"Sherri","Rhodes","1.99","0.2587"
"Sherri","Rhodes","5.99","0.7787"
"Sherri","Rhodes","2.99","0.3887"
"Sherri","Rhodes","4.99","0.6487"
"Erika","Pena","6.99","0.9087"
"Erika","Pena","0.99","0.1287"
"Erika","Pena","6.99","0.9087"
"Erika","Pena","0.99","0.1287"
"Erika","Pena","8.99","1.1687"
"Erika","Pena","0.99","0.1287"
"Erika","Pena","4.99","0.6487"
"Erika","Pena","0.99","0.1287"
"Erika","Pena","3.99","0.5187"
"Erika","Pena","4.99","0.6487"
"Erika","Pena","4.99","0.6487"
"James","Gannon","2.99","0.3887"
"James","Gannon","6.99","0.9087"
"James","Gannon","5.99","0.7787"
"James","Gannon","0.99","0.1287"
"James","Gannon","4.99","0.6487"
"James","Gannon","0.99","0.1287"
"James","Gannon","3.99","0.5187"
"James","Gannon","4.99","0.6487"
"James","Gannon","6.99","0.9087"
"John","Farnsworth","4.99","0.6487"
"John","Farnsworth","2.99","0.3887"
"John","Farnsworth","5.99","0.7787"
"John","Farnsworth","3.99","0.5187"
"John","Farnsworth","0.99","0.1287"
"John","Farnsworth","6.99","0.9087"
"John","Farnsworth","5.99","0.7787"
"John","Farnsworth","7.99","1.0387"
"John","Farnsworth","9.99","1.2987"
"John","Farnsworth","2.99","0.3887"
"John","Farnsworth","5.99","0.7787"
"Robert","Baughman","0.99","0.1287"
"Robert","Baughman","5.99","0.7787"
"Robert","Baughman","2.99","0.3887"
"Robert","Baughman","10.99","1.4287"
"Robert","Baughman","1.99","0.2587"
"Michael","Silverman","0.99","0.1287"
"Michael","Silverman","7.99","1.0387"
"Michael","Silverman","4.99","0.6487"
"Michael","Silverman","2.99","0.3887"
"Michael","Silverman","2.99","0.3887"
"Michael","Silverman","4.99","0.6487"
"Michael","Silverman","3.99","0.5187"
"Michael","Silverman","2.99","0.3887"
"Michael","Silverman","5.99","0.7787"
"Michael","Silverman","0.99","0.1287"
"Michael","Silverman","6.99","0.9087"
"William","Satterfield","4.99","0.6487"
"William","Satterfield","2.99","0.3887"
"William","Satterfield","2.99","0.3887"
"William","Satterfield","0.99","0.1287"
"William","Satterfield","0.99","0.1287"
"William","Satterfield","2.99","0.3887"
"William","Satterfield","5.99","0.7787"
"William","Satterfield","4.99","0.6487"
"William","Satterfield","3.99","0.5187"
"David","Royal","0.99","0.1287"
"David","Royal","4.99","0.6487"
"David","Royal","5.99","0.7787"
"David","Royal","3.99","0.5187"
"David","Royal","0.99","0.1287"
"David","Royal","4.99","0.6487"
"David","Royal","4.99","0.6487"
"Richard","Mccrary","4.99","0.6487"
"Richard","Mccrary","4.99","0.6487"
"Richard","Mccrary","2.99","0.3887"
"Richard","Mccrary","5.99","0.7787"
"Richard","Mccrary","3.99","0.5187"
"Richard","Mccrary","3.99","0.5187"
"Richard","Mccrary","0.99","0.1287"
"Richard","Mccrary","4.99","0.6487"
"Richard","Mccrary","2.99","0.3887"
"Richard","Mccrary","6.99","0.9087"
